file,source_sbom,asset_id,vendor,product,device_class,purdue_level,network_exposure,sector,component_count,affected_component_count,cve_total,critical,high,medium,low,unknown,max_cvss
ICS-0011_omron_sysmac-nj-machine-controller-nj101-1000_SBOM-CVE.json,ICS-0011_omron_sysmac-nj-machine-controller-nj101-1000_SBOM.json,ICS-0011,OMRON Corporation,SYSMAC NJ Machine Controller NJ101-1000,plc,1,dmz-routable,building-automation,16,5,12,6,3,3,0,0,10.0
ICS-0012_omron_sysmac-cj2-plc-cj2m-cpu31_SBOM-CVE.json,ICS-0012_omron_sysmac-cj2-plc-cj2m-cpu31_SBOM.json,ICS-0012,OMRON Corporation,SYSMAC CJ2 PLC CJ2M-CPU31,plc,1,remote-accessible,semiconductor-fab,15,5,13,7,3,3,0,0,9.8
ICS-0013_beckhoff_twincat-runtime-controller-cx5140_SBOM-CVE.json,ICS-0013_beckhoff_twincat-runtime-controller-cx5140_SBOM.json,ICS-0013,Beckhoff Automation,TwinCAT Runtime Controller CX5140,plc,1,remote-accessible,power-distribution,18,5,12,1,7,4,0,0,9.8
ICS-0014_wago_pfc200-controller-750-8202_SBOM-CVE.json,ICS-0014_wago_pfc200-controller-750-8202_SBOM.json,ICS-0014,WAGO GmbH,PFC200 Controller 750-8202,plc,1,dmz-routable,water-treatment,23,9,19,5,9,4,0,1,9.8
ICS-0015_phoenix_axc-f-2152-controller-axc-f-2152_SBOM-CVE.json,ICS-0015_phoenix_axc-f-2152-controller-axc-f-2152_SBOM.json,ICS-0015,Phoenix Contact,AXC F 2152 Controller AXC-F-2152,plc,1,dmz-routable,port-and-logistics,22,6,13,3,6,3,0,1,9.8
ICS-0016_br_x20-controller-x20cp1586_SBOM-CVE.json,ICS-0016_br_x20-controller-x20cp1586_SBOM.json,ICS-0016,B&R Industrial Automation,X20 Controller X20CP1586,plc,1,isolated-cell,power-generation,16,5,9,2,7,0,0,0,9.8
ICS-0017_ls-electric_xgt-plc-cpu-xgk-cpuh_SBOM-CVE.json,ICS-0017_ls-electric_xgt-plc-cpu-xgk-cpuh_SBOM.json,ICS-0017,LS ELECTRIC,XGT PLC CPU XGK-CPUH,plc,1,isolated-cell,transportation-metro,12,5,13,8,2,3,0,0,10.0
ICS-0018_delta_as-series-plc-as228t-a_SBOM-CVE.json,ICS-0018_delta_as-series-plc-as228t-a_SBOM.json,ICS-0018,Delta Electronics,AS Series PLC AS228T-A,plc,1,isolated-cell,transportation-rail,12,5,12,7,2,3,0,0,10.0
ICS-0019_unitronics_unistream-plc-usp-070-b10_SBOM-CVE.json,ICS-0019_unitronics_unistream-plc-usp-070-b10_SBOM.json,ICS-0019,Unitronics,UniStream PLC USP-070-B10,plc,1,remote-accessible,pulp-and-paper,18,7,14,1,7,5,0,1,9.8
ICS-0020_idec_microsmart-fc6a-plc-fc6a-c40r1ae_SBOM-CVE.json,ICS-0020_idec_microsmart-fc6a-plc-fc6a-c40r1ae_SBOM.json,ICS-0020,IDEC Corporation,MicroSmart FC6A PLC FC6A-C40R1AE,plc,1,remote-accessible,pulp-and-paper,14,3,8,4,3,1,0,0,10.0
ICS-0021_panasonic_fp7-series-plc-afp7cps41_SBOM-CVE.json,ICS-0021_panasonic_fp7-series-plc-afp7cps41_SBOM.json,ICS-0021,"Panasonic Industry Co., Ltd.",FP7 Series PLC AFP7CPS41,plc,1,control-network,pulp-and-paper,12,4,7,4,2,1,0,0,9.8
ICS-0022_keyence_kv-8000-plc-kv-8000_SBOM-CVE.json,ICS-0022_keyence_kv-8000-plc-kv-8000_SBOM.json,ICS-0022,KEYENCE Corporation,KV-8000 PLC KV-8000,plc,1,dmz-routable,petrochemical,14,5,12,4,7,1,0,0,9.8
ICS-0023_fuji_micrex-sx-plc-np1ps-245r_SBOM-CVE.json,ICS-0023_fuji_micrex-sx-plc-np1ps-245r_SBOM.json,ICS-0023,Fuji Electric,MICREX-SX PLC NP1PS-245R,plc,1,control-network,port-and-logistics,15,8,21,11,8,1,0,1,10.0
ICS-0024_codesys_codesys-control-runtime-for-linux-sl_SBOM-CVE.json,ICS-0024_codesys_codesys-control-runtime-for-linux-sl_SBOM.json,ICS-0024,CODESYS GmbH,CODESYS Control Runtime for Linux SL,plc-runtime,1,dmz-routable,pharmaceutical,19,7,17,1,10,6,0,0,9.8
ICS-0025_abb_rtu560-telecontrol-unit-560cmu05_SBOM-CVE.json,ICS-0025_abb_rtu560-telecontrol-unit-560cmu05_SBOM.json,ICS-0025,ABB Ltd,RTU560 Telecontrol Unit 560CMU05,rtu,1,dmz-routable,oil-and-gas-upstream,16,7,16,4,7,5,0,0,9.8
ICS-0026_schneider_scadapack-rtu-474i_SBOM-CVE.json,ICS-0026_schneider_scadapack-rtu-474i_SBOM.json,ICS-0026,Schneider Electric,SCADAPack RTU 474i,rtu,1,control-network,transportation-rail,13,5,11,5,3,3,0,0,9.8
ICS-0027_ge_d20-mx-substation-controller-d20mx_SBOM-CVE.json,ICS-0027_ge_d20-mx-substation-controller-d20mx_SBOM.json,ICS-0027,GE Vernova,D20 MX Substation Controller D20MX,rtu,1,dmz-routable,semiconductor-fab,14,4,10,4,4,2,0,0,9.8
ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM-CVE.json,ICS-0028_siemens_sicam-a8000-rtu-cp-8050_SBOM.json,ICS-0028,Siemens AG,SICAM A8000 RTU CP-8050,rtu,1,isolated-cell,transportation-rail,15,5,11,0,5,5,1,0,8.8
ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM-CVE.json,ICS-0029_hitachi-energy_rtu500-series-560cmu80_SBOM.json,ICS-0029,Hitachi Energy,RTU500 Series 560CMU80,rtu,1,control-network,oil-and-gas-upstream,17,8,20,6,13,1,0,0,10.0
ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM-CVE.json,ICS-0030_moxa_iopac-programmable-controller-8600-cpu30_SBOM.json,ICS-0030,Moxa Inc.,ioPAC Programmable Controller 8600-CPU30,rtu,1,control-network,port-and-logistics,21,9,19,8,7,4,0,0,9.8
ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM-CVE.json,ICS-0031_red-lion_data-station-plus-rtu-dspsx000_SBOM.json,ICS-0031,Red Lion Controls,Data Station Plus RTU DSPSX000,rtu,1,dmz-routable,transportation-metro,22,10,26,5,14,7,0,0,9.8
ICS-0032_sel_sel-451-protection-system-451-5_SBOM-CVE.json,ICS-0032_sel_sel-451-protection-system-451-5_SBOM.json,ICS-0032,Schweitzer Engineering Laboratories,SEL-451 Protection System 451-5,ied,1,isolated-cell,power-generation,17,6,13,6,7,0,0,0,9.8
ICS-0033_sel_sel-3530-rtac-3530_SBOM-CVE.json,ICS-0033_sel_sel-3530-rtac-3530_SBOM.json,ICS-0033,Schweitzer Engineering Laboratories,SEL-3530 RTAC 3530,ied,1,control-network,manufacturing-process,15,6,13,1,9,3,0,0,9.8
ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM-CVE.json,ICS-0034_hitachi-energy_ref615-feeder-protection-relay-ref615_SBOM.json,ICS-0034,Hitachi Energy,REF615 Feeder Protection Relay REF615,ied,1,dmz-routable,petrochemical,17,5,14,7,5,2,0,0,10.0
ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM-CVE.json,ICS-0035_siemens_siprotec-5-protection-relay-7sj85_SBOM.json,ICS-0035,Siemens AG,SIPROTEC 5 Protection Relay 7SJ85,ied,1,control-network,power-transmission,16,5,10,3,6,1,0,0,9.8
ICS-0036_ge_multilin-ur-relay-b30_SBOM-CVE.json,ICS-0036_ge_multilin-ur-relay-b30_SBOM.json,ICS-0036,GE Vernova,Multilin UR Relay B30,ied,1,isolated-cell,power-transmission,17,5,13,4,4,3,0,2,10.0
ICS-0037_schneider_easergy-p3-protection-relay-p3u30_SBOM-CVE.json,ICS-0037_schneider_easergy-p3-protection-relay-p3u30_SBOM.json,ICS-0037,Schneider Electric,Easergy P3 Protection Relay P3U30,ied,1,remote-accessible,pulp-and-paper,14,2,5,5,0,0,0,0,10.0
ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM-CVE.json,ICS-0038_nari_pcs-9611-feeder-protection-pcs-9611_SBOM.json,ICS-0038,NARI Technology,PCS-9611 Feeder Protection PCS-9611,ied,1,isolated-cell,wastewater,13,5,10,2,7,1,0,0,9.8
ICS-0039_hd-hyundai_higen-protection-relay-hgr-100_SBOM-CVE.json,ICS-0039_hd-hyundai_higen-protection-relay-hgr-100_SBOM.json,ICS-0039,HD Hyundai Electric,HiGEN Protection Relay HGR-100,ied,1,control-network,steel-and-metals,16,3,5,1,4,0,0,0,9.1
ICS-0040_siemens_simatic-hmi-comfort-panel-tp1200_SBOM-CVE.json,ICS-0040_siemens_simatic-hmi-comfort-panel-tp1200_SBOM.json,ICS-0040,Siemens AG,SIMATIC HMI Comfort Panel TP1200,hmi,2,remote-accessible,steel-and-metals,13,2,5,3,2,0,0,0,9.8
ICS-0041_rockwell_panelview-plus-terminal-7-standard-1000_SBOM-CVE.json,ICS-0041_rockwell_panelview-plus-terminal-7-standard-1000_SBOM.json,ICS-0041,Rockwell Automation,PanelView Plus Terminal 7 Standard 1000,hmi,2,dmz-routable,automotive,14,4,8,1,4,3,0,0,9.8
ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM-CVE.json,ICS-0042_schneider_magelis-gtu-hmi-hmigtu655_SBOM.json,ICS-0042,Schneider Electric,Magelis GTU HMI HMIGTU655,hmi,2,dmz-routable,transportation-rail,21,8,16,1,7,7,0,1,9.8
ICS-0043_mitsubishi_got2000-graphic-terminal-gt2712-stba_SBOM-CVE.json,ICS-0043_mitsubishi_got2000-graphic-terminal-gt2712-stba_SBOM.json,ICS-0043,Mitsubishi Electric,GOT2000 Graphic Terminal GT2712-STBA,hmi,2,isolated-cell,oil-and-gas-upstream,14,4,6,3,2,1,0,0,9.8
ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM-CVE.json,ICS-0044_advantech_webop-operator-panel-wop-2100t_SBOM.json,ICS-0044,"Advantech Co., Ltd.",WebOP Operator Panel WOP-2100T,hmi,2,isolated-cell,steel-and-metals,18,6,11,4,5,2,0,0,9.8
ICS-0045_delta_dop-100-hmi-dop-107bv_SBOM-CVE.json,ICS-0045_delta_dop-100-hmi-dop-107bv_SBOM.json,ICS-0045,Delta Electronics,DOP-100 HMI DOP-107BV,hmi,2,dmz-routable,power-transmission,11,2,4,2,2,0,0,0,9.1
ICS-0046_omron_na-series-hmi-na5-12w_SBOM-CVE.json,ICS-0046_omron_na-series-hmi-na5-12w_SBOM.json,ICS-0046,OMRON Corporation,NA Series HMI NA5-12W,hmi,2,remote-accessible,building-automation,15,5,12,1,9,2,0,0,9.8
ICS-0047_pilz_pmi-operator-terminal-pmi-6-primo_SBOM-CVE.json,ICS-0047_pilz_pmi-operator-terminal-pmi-6-primo_SBOM.json,ICS-0047,Pilz GmbH,PMI Operator Terminal PMI 6 primo,hmi,2,remote-accessible,petrochemical,12,1,3,0,3,0,0,0,8.8
ICS-0048_aveva_aveva-plant-scada-2020-r2_SBOM-CVE.json,ICS-0048_aveva_aveva-plant-scada-2020-r2_SBOM.json,ICS-0048,AVEVA Group plc,AVEVA Plant SCADA 2020 R2,scada-server,2,remote-accessible,transportation-rail,17,4,8,0,4,4,0,0,7.5
ICS-0049_inductive_ignition-scada-platform-8-1_SBOM-CVE.json,ICS-0049_inductive_ignition-scada-platform-8-1_SBOM.json,ICS-0049,Inductive Automation,Ignition SCADA Platform 8.1,scada-server,2,dmz-routable,semiconductor-fab,18,2,6,3,3,0,0,0,9.8
ICS-0050_copadata_zenon-supervisor-10_SBOM-CVE.json,ICS-0050_copadata_zenon-supervisor-10_SBOM.json,ICS-0050,COPA-DATA GmbH,zenon Supervisor 10,scada-server,2,control-network,manufacturing-discrete,19,7,14,1,8,5,0,0,9.8
ICS-0051_siemens_simatic-wincc-v7-5_SBOM-CVE.json,ICS-0051_siemens_simatic-wincc-v7-5_SBOM.json,ICS-0051,Siemens AG,SIMATIC WinCC V7.5,scada-server,2,dmz-routable,pharmaceutical,12,3,8,6,2,0,0,0,9.8
ICS-0052_ge_cimplicity-hmi-scada-11-1_SBOM-CVE.json,ICS-0052_ge_cimplicity-hmi-scada-11-1_SBOM.json,ICS-0052,GE Vernova,CIMPLICITY HMI/SCADA 11.1,scada-server,2,control-network,semiconductor-fab,12,3,7,1,6,0,0,0,9.8
ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM-CVE.json,ICS-0053_schneider_ecostruxure-geo-scada-expert-2021_SBOM.json,ICS-0053,Schneider Electric,EcoStruxure Geo SCADA Expert 2021,scada-server,2,isolated-cell,power-transmission,17,5,11,3,6,2,0,0,9.8
ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM-CVE.json,ICS-0054_rockwell_factorytalk-view-se-12-00_SBOM.json,ICS-0054,Rockwell Automation,FactoryTalk View SE 12.00,scada-server,2,dmz-routable,wastewater,18,8,17,6,10,1,0,0,9.8
ICS-0055_aveva_aveva-historian-2020-r2_SBOM-CVE.json,ICS-0055_aveva_aveva-historian-2020-r2_SBOM.json,ICS-0055,AVEVA Group plc,AVEVA Historian 2020 R2,historian,3,isolated-cell,oil-and-gas-midstream,16,5,11,3,5,3,0,0,9.8
ICS-0056_ge_proficy-historian-2022_SBOM-CVE.json,ICS-0056_ge_proficy-historian-2022_SBOM.json,ICS-0056,GE Vernova,Proficy Historian 2022,historian,3,control-network,building-automation,16,6,15,4,9,2,0,0,9.8
ICS-0057_honeywell_uniformance-phd-historian-r500_SBOM-CVE.json,ICS-0057_honeywell_uniformance-phd-historian-r500_SBOM.json,ICS-0057,Honeywell International,Uniformance PHD Historian R500,historian,3,dmz-routable,automotive,11,4,9,4,2,3,0,0,9.8
ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM-CVE.json,ICS-0058_emerson_deltav-continuous-historian-14-3_SBOM.json,ICS-0058,Emerson Electric,DeltaV Continuous Historian 14.3,historian,3,remote-accessible,water-treatment,15,5,12,3,7,2,0,0,9.8
ICS-0059_yokogawa_exaquantum-plant-information-system-r3-20_SBOM-CVE.json,ICS-0059_yokogawa_exaquantum-plant-information-system-r3-20_SBOM.json,ICS-0059,Yokogawa Electric,Exaquantum Plant Information System R3.20,historian,3,dmz-routable,building-automation,13,4,10,0,7,3,0,0,8.8
ICS-0060_siemens_tia-portal-engineering-suite-v17_SBOM-CVE.json,ICS-0060_siemens_tia-portal-engineering-suite-v17_SBOM.json,ICS-0060,Siemens AG,TIA Portal Engineering Suite V17,engineering-workstation,3,remote-accessible,steel-and-metals,17,6,14,3,10,1,0,0,9.8
ICS-0061_rockwell_studio-5000-logix-designer-32-00_SBOM-CVE.json,ICS-0061_rockwell_studio-5000-logix-designer-32-00_SBOM.json,ICS-0061,Rockwell Automation,Studio 5000 Logix Designer 32.00,engineering-workstation,3,isolated-cell,power-distribution,13,4,11,3,6,2,0,0,9.8
ICS-0062_schneider_ecostruxure-control-expert-v15-1_SBOM-CVE.json,ICS-0062_schneider_ecostruxure-control-expert-v15-1_SBOM.json,ICS-0062,Schneider Electric,EcoStruxure Control Expert V15.1,engineering-workstation,3,isolated-cell,district-heating,18,7,17,5,7,5,0,0,9.8
ICS-0063_mitsubishi_gx-works3-engineering-tool-1-080j_SBOM-CVE.json,ICS-0063_mitsubishi_gx-works3-engineering-tool-1-080j_SBOM.json,ICS-0063,Mitsubishi Electric,GX Works3 Engineering Tool 1.080J,engineering-workstation,3,remote-accessible,district-heating,12,4,10,2,5,3,0,0,9.8
ICS-0064_codesys_codesys-development-system-v3-5-sp17_SBOM-CVE.json,ICS-0064_codesys_codesys-development-system-v3-5-sp17_SBOM.json,ICS-0064,CODESYS GmbH,CODESYS Development System V3.5 SP17,engineering-workstation,3,control-network,manufacturing-discrete,16,5,12,3,7,2,0,0,9.8
ICS-0065_abb_automation-builder-2-5_SBOM-CVE.json,ICS-0065_abb_automation-builder-2-5_SBOM.json,ICS-0065,ABB Ltd,Automation Builder 2.5,engineering-workstation,3,isolated-cell,oil-and-gas-midstream,15,4,8,2,4,2,0,0,9.8
ICS-0066_emerson_deltav-md-plus-controller-md-plus_SBOM-CVE.json,ICS-0066_emerson_deltav-md-plus-controller-md-plus_SBOM.json,ICS-0066,Emerson Electric,DeltaV MD Plus Controller MD Plus,dcs-controller,1,dmz-routable,food-and-beverage,15,6,14,2,5,7,0,0,9.8
ICS-0067_honeywell_experion-c300-controller-c300_SBOM-CVE.json,ICS-0067_honeywell_experion-c300-controller-c300_SBOM.json,ICS-0067,Honeywell International,Experion C300 Controller C300,dcs-controller,1,control-network,transportation-rail,16,4,5,1,3,1,0,0,9.8
ICS-0068_yokogawa_centum-vp-field-control-station-afv30d_SBOM-CVE.json,ICS-0068_yokogawa_centum-vp-field-control-station-afv30d_SBOM.json,ICS-0068,Yokogawa Electric,CENTUM VP Field Control Station AFV30D,dcs-controller,1,isolated-cell,petrochemical,12,4,9,6,3,0,0,0,10.0
ICS-0069_abb_ac-800m-controller-pm866_SBOM-CVE.json,ICS-0069_abb_ac-800m-controller-pm866_SBOM.json,ICS-0069,ABB Ltd,AC 800M Controller PM866,dcs-controller,1,remote-accessible,wastewater,18,6,12,2,7,3,0,0,9.8
ICS-0070_siemens_simatic-pcs-7-as-controller-as-410-5h_SBOM-CVE.json,ICS-0070_siemens_simatic-pcs-7-as-controller-as-410-5h_SBOM.json,ICS-0070,Siemens AG,SIMATIC PCS 7 AS Controller AS 410-5H,dcs-controller,1,dmz-routable,petrochemical,16,4,10,4,1,5,0,0,10.0
ICS-0071_hitachi-energy_symphony-plus-hpc800-hpc800_SBOM-CVE.json,ICS-0071_hitachi-energy_symphony-plus-hpc800-hpc800_SBOM.json,ICS-0071,Hitachi Energy,Symphony Plus HPC800 HPC800,dcs-controller,1,dmz-routable,power-distribution,14,7,18,4,9,5,0,0,9.8
ICS-0072_schneider_triconex-tricon-cx-controller-tricon-cx_SBOM-CVE.json,ICS-0072_schneider_triconex-tricon-cx-controller-tricon-cx_SBOM.json,ICS-0072,Schneider Electric,Triconex Tricon CX Controller Tricon CX,sis-logic-solver,1,isolated-cell,semiconductor-fab,16,6,12,7,4,1,0,0,9.8
ICS-0073_hima_himax-safety-controller-x-cpu-31_SBOM-CVE.json,ICS-0073_hima_himax-safety-controller-x-cpu-31_SBOM.json,ICS-0073,HIMA Paul Hildebrandt GmbH,HIMax Safety Controller X-CPU 31,sis-logic-solver,1,isolated-cell,manufacturing-process,13,2,4,1,2,1,0,0,9.1
ICS-0074_pilz_pss-4000-safety-controller-pssu-h-plc1_SBOM-CVE.json,ICS-0074_pilz_pss-4000-safety-controller-pssu-h-plc1_SBOM.json,ICS-0074,Pilz GmbH,PSS 4000 Safety Controller PSSu H PLC1,sis-logic-solver,1,isolated-cell,wastewater,16,1,3,0,2,0,0,1,7.5
ICS-0075_siemens_simatic-s7-1500f-safety-cpu-1511f-1-pn_SBOM-CVE.json,ICS-0075_siemens_simatic-s7-1500f-safety-cpu-1511f-1-pn_SBOM.json,ICS-0075,Siemens AG,SIMATIC S7-1500F Safety CPU 1511F-1 PN,sis-logic-solver,1,dmz-routable,manufacturing-process,15,3,7,4,1,0,0,2,9.8
ICS-0076_rockwell_guardlogix-safety-controller-1756-l81es_SBOM-CVE.json,ICS-0076_rockwell_guardlogix-safety-controller-1756-l81es_SBOM.json,ICS-0076,Rockwell Automation,GuardLogix Safety Controller 1756-L81ES,sis-logic-solver,1,isolated-cell,petrochemical,15,5,12,4,5,3,0,0,9.8
ICS-0077_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM-CVE.json,ICS-0077_moxa_mgate-protocol-gateway-5105-mb-eip_SBOM.json,ICS-0077,Moxa Inc.,MGate Protocol Gateway 5105-MB-EIP,protocol-gateway,3.5,dmz-routable,semiconductor-fab,21,7,16,5,7,4,0,0,9.8
ICS-0078_softing_edgeaggregator-gateway-ea-500_SBOM-CVE.json,ICS-0078_softing_edgeaggregator-gateway-ea-500_SBOM.json,ICS-0078,Softing Industrial Automation,edgeAggregator Gateway EA-500,protocol-gateway,3.5,remote-accessible,chemical,18,6,12,2,6,3,1,0,9.1
ICS-0079_advantech_ecu-1251-edge-gateway-ecu-1251_SBOM-CVE.json,ICS-0079_advantech_ecu-1251-edge-gateway-ecu-1251_SBOM.json,ICS-0079,"Advantech Co., Ltd.",ECU-1251 Edge Gateway ECU-1251,protocol-gateway,3.5,control-network,pharmaceutical,17,5,6,1,1,4,0,0,9.8
ICS-0080_phoenix_fl-mguard-security-appliance-rs4000_SBOM-CVE.json,ICS-0080_phoenix_fl-mguard-security-appliance-rs4000_SBOM.json,ICS-0080,Phoenix Contact,FL MGUARD Security Appliance RS4000,industrial-firewall,3.5,isolated-cell,pulp-and-paper,16,6,12,5,7,0,0,0,9.8
ICS-0081_belden_eagle40-industrial-firewall-eagle40-4d_SBOM-CVE.json,ICS-0081_belden_eagle40-industrial-firewall-eagle40-4d_SBOM.json,ICS-0081,Belden / Hirschmann,EAGLE40 Industrial Firewall EAGLE40-4D,industrial-firewall,3.5,isolated-cell,manufacturing-discrete,13,7,13,3,8,2,0,0,9.8
ICS-0082_belden_rsp-managed-switch-rsp35_SBOM-CVE.json,ICS-0082_belden_rsp-managed-switch-rsp35_SBOM.json,ICS-0082,Belden / Hirschmann,RSP Managed Switch RSP35,industrial-switch,2,remote-accessible,automotive,17,6,12,3,6,3,0,0,9.8
ICS-0083_westermo_lynx-dss-managed-switch-lynx-3510_SBOM-CVE.json,ICS-0083_westermo_lynx-dss-managed-switch-lynx-3510_SBOM.json,ICS-0083,Westermo Network Technologies,Lynx DSS Managed Switch Lynx-3510,industrial-switch,2,remote-accessible,oil-and-gas-midstream,17,7,16,2,9,4,1,0,9.8
ICS-0084_moxa_eds-managed-ethernet-switch-eds-4012_SBOM-CVE.json,ICS-0084_moxa_eds-managed-ethernet-switch-eds-4012_SBOM.json,ICS-0084,Moxa Inc.,EDS Managed Ethernet Switch EDS-4012,industrial-switch,2,dmz-routable,power-generation,13,5,10,1,7,2,0,0,9.8
ICS-0085_siemens_scalance-x-industrial-switch-xc216-4c_SBOM-CVE.json,ICS-0085_siemens_scalance-x-industrial-switch-xc216-4c_SBOM.json,ICS-0085,Siemens AG,SCALANCE X Industrial Switch XC216-4C,industrial-switch,2,isolated-cell,food-and-beverage,14,4,8,2,6,0,0,0,9.8
ICS-0086_siemens_ruggedcom-rx1500-router-rx1500_SBOM-CVE.json,ICS-0086_siemens_ruggedcom-rx1500-router-rx1500_SBOM.json,ICS-0086,Siemens AG,RUGGEDCOM RX1500 Router RX1500,industrial-router,3.5,dmz-routable,chemical,20,8,20,2,11,6,1,0,9.8
ICS-0087_abb_acs880-industrial-drive-acs880-01_SBOM-CVE.json,ICS-0087_abb_acs880-industrial-drive-acs880-01_SBOM.json,ICS-0087,ABB Ltd,ACS880 Industrial Drive ACS880-01,vfd-drive,1,dmz-routable,pulp-and-paper,16,4,7,0,5,2,0,0,8.1
ICS-0088_siemens_sinamics-s120-drive-cu320-2-pn_SBOM-CVE.json,ICS-0088_siemens_sinamics-s120-drive-cu320-2-pn_SBOM.json,ICS-0088,Siemens AG,SINAMICS S120 Drive CU320-2 PN,vfd-drive,1,control-network,transportation-metro,15,6,13,6,5,1,0,1,9.8
ICS-0089_danfoss_vlt-automationdrive-fc-302_SBOM-CVE.json,ICS-0089_danfoss_vlt-automationdrive-fc-302_SBOM.json,ICS-0089,Danfoss A/S,VLT AutomationDrive FC-302,vfd-drive,1,control-network,pharmaceutical,13,3,7,3,1,3,0,0,9.1
ICS-0090_rockwell_powerflex-755-drive-755_SBOM-CVE.json,ICS-0090_rockwell_powerflex-755-drive-755_SBOM.json,ICS-0090,Rockwell Automation,PowerFlex 755 Drive 755,vfd-drive,1,control-network,petrochemical,15,7,16,6,6,2,0,2,10.0
ICS-0091_bosch-rexroth_indradrive-controller-hcs01_SBOM-CVE.json,ICS-0091_bosch-rexroth_indradrive-controller-hcs01_SBOM.json,ICS-0091,Bosch Rexroth AG,IndraDrive Controller HCS01,motion-controller,1,isolated-cell,district-heating,20,7,18,5,6,6,0,1,10.0
ICS-0092_bosch-rexroth_indramotion-mlc-xm22_SBOM-CVE.json,ICS-0092_bosch-rexroth_indramotion-mlc-xm22_SBOM.json,ICS-0092,Bosch Rexroth AG,IndraMotion MLC XM22,motion-controller,1,dmz-routable,power-generation,20,6,13,1,9,3,0,0,9.1
